C:\Users\KIIT\Desktop\dl\New folder\IMG\center_2020_01_10_23_30_12_080.jpg,C:\Users\KIIT\Desktop\dl\New folder\IMG\left_2020_01_10_23_30_12_080.jpg,C:\Users\KIIT\Desktop\dl\New folder\IMG\right_2020_01_10_23_30_12_080.jpg,0,0,0,6.664635E-06
C:\Users\KIIT\Desktop\dl\New folder\IMG\center_2020_01_10_23_30_12_158.jpg,C:\Users\KIIT\Desktop\dl\New folder\IMG\left_2020_01_10_23_30_12_158.jpg,C:\Users\KIIT\Desktop\dl\New folder\IMG\right_2020_01_10_23_30_12_158.jpg,0,0,0,2.016923E-05
C:\Users\KIIT\Desktop\dl\New folder\IMG\center_2020_01_10_23_30_12_240.jpg,C:\Users\KIIT\Desktop\dl\New folder\IMG\left_2020_01_10_23_30_12_240.jpg,C:\Users\KIIT\Desktop\dl\New folder\IMG\right_2020_01_10_23_30_12_240.jpg,0,0,0,4.897039E-06
C:\Users\KIIT\Desktop\dl\New folder\IMG\center_2020_01_10_23_30_12_328.jpg,C:\Users\KIIT\Desktop\dl\New folder\IMG\left_2020_01_10_23_30_12_328.jpg,C:\Users\KIIT\Desktop\dl\New folder\IMG\right_2020_01_10_23_30_12_328.jpg,0,0,0,2.119487E-05
C:\Users\KIIT\Desktop\dl\New folder\IMG\center_2020_01_10_23_30_12_426.jpg,C:\Users\KIIT\Desktop\dl\New folder\IMG\left_2020_01_10_23_30_12_426.jpg,C:\Users\KIIT\Desktop\dl\New folder\IMG\right_2020_01_10_23_30_12_426.jpg,0,0,0,9.052908E-06
C:\Users\KIIT\Desktop\dl\New folder\IMG\center_2020_01_10_23_30_12_509.jpg,C:\Users\KIIT\Desktop\dl\New folder\IMG\left_2020_01_10_23_30_12_509.jpg,C:\Users\KIIT\Desktop\dl\New folder\IMG\right_2020_01_10_23_30_12_509.jpg,0,0,0,4.005523E-06
C:\Users\KIIT\Desktop\dl\New folder\IMG\center_2020_01_10_23_30_12_593.jpg,C:\Users\KIIT\Desktop\dl\New folder\IMG\left_2020_01_10_23_30_12_593.jpg,C:\Users\KIIT\Desktop\dl\New folder\IMG\right_2020_01_10_23_30_12_593.jpg,0,0,0,1.24144E-05
C:\Users\KIIT\Desktop\dl\New folder\IMG\center_2020_01_10_23_30_12_695.jpg,C:\Users\KIIT\Desktop\dl\New folder\IMG\left_2020_01_10_23_30_12_695.jpg,C:\Users\KIIT\Desktop\dl\New folder\IMG\right_2020_01_10_23_30_12_695.jpg,0,0,0,3.04713E-05
C:\Users\KIIT\Desktop\dl\New folder\IMG\center_2020_01_10_23_30_12_779.jpg,C:\Users\KIIT\Desktop\dl\New folder\IMG\left_2020_01_10_23_30_12_779.jpg,C:\Users\KIIT\Desktop\dl\New folder\IMG\right_2020_01_10_23_30_12_779.jpg,0,0,0,8.653671E-06
C:\Users\KIIT\Desktop\dl\New folder\IMG\center_2020_01_10_23_30_12_849.jpg,C:\Users\KIIT\Desktop\dl\New folder\IMG\left_2020_01_10_23_30_12_849.jpg,C:\Users\KIIT\Desktop\dl\New folder\IMG\right_2020_01_10_23_30_12_849.jpg,0,0,0,2.971447E-06
C:\Users\KIIT\Desktop\dl\New folder\IMG\center_2020_01_10_23_30_12_925.jpg,C:\Users\KIIT\Desktop\dl\New folder\IMG\left_2020_01_10_23_30_12_925.jpg,C:\Users\KIIT\Desktop\dl\New folder\IMG\right_2020_01_10_23_30_12_925.jpg,0,0,0,1.580418E-06
C:\Users\KIIT\Desktop\dl\New folder\IMG\center_2020_01_10_23_30_12_999.jpg,C:\Users\KIIT\Desktop\dl\New folder\IMG\left_2020_01_10_23_30_12_999.jpg,C:\Users\KIIT\Desktop\dl\New folder\IMG\right_2020_01_10_23_30_12_999.jpg,0,0,0,1.510019E-05
C:\Users\KIIT\Desktop\dl\New folder\IMG\center_2020_01_10_23_30_13_072.jpg,C:\Users\KIIT\Desktop\dl\New folder\IMG\left_2020_01_10_23_30_13_072.jpg,C:\Users\KIIT\Desktop\dl\New folder\IMG\right_2020_01_10_23_30_13_072.jpg,0,0,0,1.180756E-05
C:\Users\KIIT\Desktop\dl\New folder\IMG\center_2020_01_10_23_30_13_179.jpg,C:\Users\KIIT\Desktop\dl\New folder\IMG\left_2020_01_10_23_30_13_179.jpg,C:\Users\KIIT\Desktop\dl\New folder\IMG\right_2020_01_10_23_30_13_179.jpg,0,0.3171117,0,0.3439219
C:\Users\KIIT\Desktop\dl\New folder\IMG\center_2020_01_10_23_30_13_276.jpg,C:\Users\KIIT\Desktop\dl\New folder\IMG\left_2020_01_10_23_30_13_276.jpg,C:\Users\KIIT\Desktop\dl\New folder\IMG\right_2020_01_10_23_30_13_276.jpg,0,0.5844687,0,0.7783194
C:\Users\KIIT\Desktop\dl\New folder\IMG\center_2020_01_10_23_30_13_350.jpg,C:\Users\KIIT\Desktop\dl\New folder\IMG\left_2020_01_10_23_30_13_350.jpg,C:\Users\KIIT\Desktop\dl\New folder\IMG\right_2020_01_10_23_30_13_350.jpg,0,0.809458,0,1.522131
C:\Users\KIIT\Desktop\dl\New folder\IMG\center_2020_01_10_23_30_13_414.jpg,C:\Users\KIIT\Desktop\dl\New folder\IMG\left_2020_01_10_23_30_13_414.jpg,C:\Users\KIIT\Desktop\dl\New folder\IMG\right_2020_01_10_23_30_13_414.jpg,0,1,0,2.159467
C:\Users\KIIT\Desktop\dl\New folder\IMG\center_2020_01_10_23_30_13_500.jpg,C:\Users\KIIT\Desktop\dl\New folder\IMG\left_2020_01_10_23_30_13_500.jpg,C:\Users\KIIT\Desktop\dl\New folder\IMG\right_2020_01_10_23_30_13_500.jpg,0,1,0,3.338473
C:\Users\KIIT\Desktop\dl\New folder\IMG\center_2020_01_10_23_30_13_619.jpg,C:\Users\KIIT\Desktop\dl\New folder\IMG\left_2020_01_10_23_30_13_619.jpg,C:\Users\KIIT\Desktop\dl\New folder\IMG\right_2020_01_10_23_30_13_619.jpg,-0.15,1,0,4.740855
C:\Users\KIIT\Desktop\dl\New folder\IMG\center_2020_01_10_23_30_13_729.jpg,C:\Users\KIIT\Desktop\dl\New folder\IMG\left_2020_01_10_23_30_13_729.jpg,C:\Users\KIIT\Desktop\dl\New folder\IMG\right_2020_01_10_23_30_13_729.jpg,-0.4,1,0,5.87507
C:\Users\KIIT\Desktop\dl\New folder\IMG\center_2020_01_10_23_30_13_840.jpg,C:\Users\KIIT\Desktop\dl\New folder\IMG\left_2020_01_10_23_30_13_840.jpg,C:\Users\KIIT\Desktop\dl\New folder\IMG\right_2020_01_10_23_30_13_840.jpg,-0.7,1,0,7.179747
C:\Users\KIIT\Desktop\dl\New folder\IMG\center_2020_01_10_23_30_13_926.jpg,C:\Users\KIIT\Desktop\dl\New folder\IMG\left_2020_01_10_23_30_13_926.jpg,C:\Users\KIIT\Desktop\dl\New folder\IMG\right_2020_01_10_23_30_13_926.jpg,-0.9000002,0.8685532,0,7.951243
C:\Users\KIIT\Desktop\dl\New folder\IMG\center_2020_01_10_23_30_13_997.jpg,C:\Users\KIIT\Desktop\dl\New folder\IMG\left_2020_01_10_23_30_13_997.jpg,C:\Users\KIIT\Desktop\dl\New folder\IMG\right_2020_01_10_23_30_13_997.jpg,0,0.6542914,0,8.46686
C:\Users\KIIT\Desktop\dl\New folder\IMG\center_2020_01_10_23_30_14_089.jpg,C:\Users\KIIT\Desktop\dl\New folder\IMG\left_2020_01_10_23_30_14_089.jpg,C:\Users\KIIT\Desktop\dl\New folder\IMG\right_2020_01_10_23_30_14_089.jpg,0,0.3792604,0,8.836039
C:\Users\KIIT\Desktop\dl\New folder\IMG\center_2020_01_10_23_30_14_157.jpg,C:\Users\KIIT\Desktop\dl\New folder\IMG\left_2020_01_10_23_30_14_157.jpg,C:\Users\KIIT\Desktop\dl\New folder\IMG\right_2020_01_10_23_30_14_157.jpg,0,0.1778248,0,8.951474
C:\Users\KIIT\Desktop\dl\New folder\IMG\center_2020_01_10_23_30_14_250.jpg,C:\Users\KIIT\Desktop\dl\New folder\IMG\left_2020_01_10_23_30_14_250.jpg,C:\Users\KIIT\Desktop\dl\New folder\IMG\right_2020_01_10_23_30_14_250.jpg,0,0,0,8.899188
C:\Users\KIIT\Desktop\dl\New folder\IMG\center_2020_01_10_23_30_14_330.jpg,C:\Users\KIIT\Desktop\dl\New folder\IMG\left_2020_01_10_23_30_14_330.jpg,C:\Users\KIIT\Desktop\dl\New folder\IMG\right_2020_01_10_23_30_14_330.jpg,0,0,0,8.827664
C:\Users\KIIT\Desktop\dl\New folder\IMG\center_2020_01_10_23_30_14_415.jpg,C:\Users\KIIT\Desktop\dl\New folder\IMG\left_2020_01_10_23_30_14_415.jpg,C:\Users\KIIT\Desktop\dl\New folder\IMG\right_2020_01_10_23_30_14_415.jpg,0,0,0,8.75672
C:\Users\KIIT\Desktop\dl\New folder\IMG\center_2020_01_10_23_30_14_494.jpg,C:\Users\KIIT\Desktop\dl\New folder\IMG\left_2020_01_10_23_30_14_494.jpg,C:\Users\KIIT\Desktop\dl\New folder\IMG\right_2020_01_10_23_30_14_494.jpg,-0.1,0,0,8.684182
C:\Users\KIIT\Desktop\dl\New folder\IMG\center_2020_01_10_23_30_14_581.jpg,C:\Users\KIIT\Desktop\dl\New folder\IMG\left_2020_01_10_23_30_14_581.jpg,C:\Users\KIIT\Desktop\dl\New folder\IMG\right_2020_01_10_23_30_14_581.jpg,-0.35,0,0,8.564983
